scenario_id,factor_id,stressed_value
SP-029,CREDIT-G063-060M,0.06629080
SP-029,CREDIT-G063-084M,0.08276003
SP-029,CREDIT-G063-120M,0.12950755
SP-029,CREDIT-G063-144M,0.15398181
SP-029,CREDIT-G063-180M,0.18950147
SP-029,CREDIT-G063-240M,0.24346450
SP-029,CREDIT-G063-300M,0.29385054
SP-029,CREDIT-G063-360M,0.34089668
SP-029,CREDIT-G064-006M,0.00691498
SP-029,CREDIT-G064-012M,0.01378215
SP-029,CREDIT-G064-024M,0.02737438
SP-029,CREDIT-G064-036M,0.04077929
SP-029,CREDIT-G064-060M,0.06703747
SP-029,CREDIT-G064-084M,0.08383802
SP-029,CREDIT-G064-120M,0.13089216
SP-029,CREDIT-G064-144M,0.15559355
SP-029,CREDIT-G064-180M,0.19142832
SP-029,CREDIT-G064-240M,0.24586834
SP-029,CREDIT-G064-300M,0.29665910
SP-029,CREDIT-G064-360M,0.34404521
SP-029,CREDIT-G065-006M,0.00699443
SP-029,CREDIT-G065-012M,0.01393994
SP-029,CREDIT-G065-024M,0.02768557
SP-029,CREDIT-G065-036M,0.04123961
SP-029,CREDIT-G065-060M,0.06778354
SP-029,CREDIT-G065-084M,0.08491488
SP-029,CREDIT-G065-120M,0.13227455
SP-029,CREDIT-G065-144M,0.15720216
SP-029,CREDIT-G065-180M,0.19335050
SP-029,CREDIT-G065-240M,0.24826443
SP-029,CREDIT-G065-300M,0.29945636
SP-029,CREDIT-G065-360M,0.34717854
SP-029,CREDIT-G066-006M,0.00707386
SP-029,CREDIT-G066-012M,0.01409769
SP-029,CREDIT-G066-024M,0.02799666
SP-029,CREDIT-G066-036M,0.04169970
SP-029,CREDIT-G066-060M,0.06852902
SP-029,CREDIT-G066-084M,0.08599060
SP-029,CREDIT-G066-120M,0.13365472
SP-029,CREDIT-G066-144M,0.15880767
SP-029,CREDIT-G066-180M,0.19526802
SP-029,CREDIT-G066-240M,0.25065278
SP-029,CREDIT-G066-300M,0.30224235
SP-029,CREDIT-G066-360M,0.35029675
SP-029,CREDIT-G067-006M,0.00715329
SP-029,CREDIT-G067-012M,0.01425542
SP-029,CREDIT-G067-024M,0.02830765
SP-029,CREDIT-G067-036M,0.04215957
SP-029,CREDIT-G067-060M,0.06927389
SP-029,CREDIT-G067-084M,0.08706518
SP-029,CREDIT-G067-120M,0.13503266
SP-029,CREDIT-G067-144M,0.16041006
SP-029,CREDIT-G067-180M,0.19718088
SP-029,CREDIT-G067-240M,0.25303343
SP-029,CREDIT-G067-300M,0.30501712
SP-029,CREDIT-G067-360M,0.35339991
SP-029,CREDIT-G068-006M,0.00723272
SP-029,CREDIT-G068-012M,0.01441313
SP-029,CREDIT-G068-024M,0.02861854
SP-029,CREDIT-G068-036M,0.04261923
SP-029,CREDIT-G068-060M,0.07001818
SP-029,CREDIT-G068-084M,0.08813863
SP-029,CREDIT-G068-120M,0.13640839
SP-029,CREDIT-G068-144M,0.16200935
SP-029,CREDIT-G068-180M,0.19908909
SP-029,CREDIT-G068-240M,0.25540639
SP-029,CREDIT-G068-300M,0.30778071
SP-029,CREDIT-G068-360M,0.35648810
SP-029,CREDIT-G069-006M,0.00731214
SP-029,CREDIT-G069-012M,0.01457081
SP-029,CREDIT-G069-024M,0.02892934
SP-029,CREDIT-G069-036M,0.04307866
SP-029,CREDIT-G069-060M,0.07076186
SP-029,CREDIT-G069-084M,0.08921095
SP-029,CREDIT-G069-120M,0.13778190
SP-029,CREDIT-G069-144M,0.16360555
SP-029,CREDIT-G069-180M,0.20099267
SP-029,CREDIT-G069-240M,0.25777169
SP-029,CREDIT-G069-300M,0.31053318
SP-029,CREDIT-G069-360M,0.35956138
SP-029,CREDIT-G070-006M,0.00739155
SP-029,CREDIT-G070-012M,0.01472847
SP-029,CREDIT-G070-024M,0.02924003
SP-029,CREDIT-G070-036M,0.04353787
SP-029,CREDIT-G070-060M,0.07150496
SP-029,CREDIT-G070-084M,0.09028213
SP-029,CREDIT-G070-120M,0.13915320
SP-029,CREDIT-G070-144M,0.16519865
SP-029,CREDIT-G070-180M,0.20289163
SP-029,CREDIT-G070-240M,0.26012936
SP-029,CREDIT-G070-300M,0.31327456
SP-029,CREDIT-G070-360M,0.36261983
SP-029,CREDIT-G071-006M,0.00747096
SP-029,CREDIT-G071-012M,0.01488610
SP-029,CREDIT-G071-024M,0.02955062
SP-029,CREDIT-G071-036M,0.04399686
SP-029,CREDIT-G071-060M,0.07224746
SP-029,CREDIT-G071-084M,0.09135218
SP-029,CREDIT-G071-120M,0.14052230
SP-029,CREDIT-G071-144M,0.16678867
SP-029,CREDIT-G071-180M,0.20478598
SP-029,CREDIT-G071-240M,0.26247942
SP-029,CREDIT-G071-300M,0.31600490
SP-029,CREDIT-G071-360M,0.36566351
SP-029,CREDIT-G072-006M,0.00755035
SP-029,CREDIT-G072-012M,0.01504371
SP-029,CREDIT-G072-024M,0.02986112
SP-029,CREDIT-G072-036M,0.04445564
SP-029,CREDIT-G072-060M,0.07298936
SP-029,CREDIT-G072-084M,0.09242111
SP-029,CREDIT-G072-120M,0.14188919
SP-029,CREDIT-G072-144M,0.16837560
SP-029,CREDIT-G072-180M,0.20667573
SP-029,CREDIT-G072-240M,0.26482189
SP-029,CREDIT-G072-300M,0.31872424
SP-029,CREDIT-G072-360M,0.36869251
SP-029,CREDIT-G073-006M,0.00762975
SP-029,CREDIT-G073-012M,0.01520129
SP-029,CREDIT-G073-024M,0.03017151
SP-029,CREDIT-G073-036M,0.04491419
SP-029,CREDIT-G073-060M,0.07373067
SP-029,CREDIT-G073-084M,0.09348890
SP-029,CREDIT-G073-120M,0.14325388
SP-029,CREDIT-G073-144M,0.16995947
SP-029,CREDIT-G073-180M,0.20856089
SP-029,CREDIT-G073-240M,0.26715680
SP-029,CREDIT-G073-300M,0.32143263
SP-029,CREDIT-G073-360M,0.37170688
SP-029,CREDIT-G074-006M,0.00770913
SP-029,CREDIT-G074-012M,0.01535884
SP-029,CREDIT-G074-024M,0.03048181
SP-029,CREDIT-G074-036M,0.04537252
SP-029,CREDIT-G074-060M,0.07447139
SP-029,CREDIT-G074-084M,0.09455557
SP-029,CREDIT-G074-120M,0.14461637
SP-029,CREDIT-G074-144M,0.17154027
SP-029,CREDIT-G074-180M,0.21044148
SP-029,CREDIT-G074-240M,0.26948417
SP-029,CREDIT-G074-300M,0.32413011
SP-029,CREDIT-G074-360M,0.37470670
SP-029,CREDIT-G075-006M,0.00778851
SP-029,CREDIT-G075-012M,0.01551637
SP-029,CREDIT-G075-024M,0.03079200
SP-029,CREDIT-G075-036M,0.04583063
SP-029,CREDIT-G075-060M,0.07521152
SP-029,CREDIT-G075-084M,0.09562111
SP-029,CREDIT-G075-120M,0.14597668
SP-029,CREDIT-G075-144M,0.17311800
SP-029,CREDIT-G075-180M,0.21231750
SP-029,CREDIT-G075-240M,0.27180402
SP-029,CREDIT-G075-300M,0.32681673
SP-029,CREDIT-G075-360M,0.37769204
SP-029,CREDIT-G076-006M,0.00786789
SP-029,CREDIT-G076-012M,0.01567388
SP-029,CREDIT-G076-024M,0.03110210
SP-029,CREDIT-G076-036M,0.04628852
SP-029,CREDIT-G076-060M,0.07595106
SP-029,CREDIT-G076-084M,0.09668553
SP-029,CREDIT-G076-120M,0.14733479
SP-029,CREDIT-G076-144M,0.17469269
SP-029,CREDIT-G076-180M,0.21418896
SP-029,CREDIT-G076-240M,0.27411639
SP-029,CREDIT-G076-300M,0.32949252
SP-029,CREDIT-G076-360M,0.38066297
SP-029,CREDIT-G077-006M,0.00794725
SP-029,CREDIT-G077-012M,0.01583136
SP-029,CREDIT-G077-024M,0.03141210
SP-029,CREDIT-G077-036M,0.04674619
SP-029,CREDIT-G077-060M,0.07669000
SP-029,CREDIT-G077-084M,0.09774883
SP-029,CREDIT-G077-120M,0.14869071
SP-029,CREDIT-G077-144M,0.17626432
SP-029,CREDIT-G077-180M,0.21605587
SP-029,CREDIT-G077-240M,0.27642129
SP-029,CREDIT-G077-300M,0.33215753
SP-029,CREDIT-G077-360M,0.38361955
SP-029,CREDIT-G078-006M,0.00802662
SP-029,CREDIT-G078-012M,0.01598881
SP-029,CREDIT-G078-024M,0.03172200
SP-029,CREDIT-G078-036M,0.04720364
SP-029,CREDIT-G078-060M,0.07742835
SP-029,CREDIT-G078-084M,0.09881100
SP-029,CREDIT-G078-120M,0.15004446
SP-029,CREDIT-G078-144M,0.17783290
SP-029,CREDIT-G078-180M,0.21791826
SP-029,CREDIT-G078-240M,0.27871875
SP-029,CREDIT-G078-300M,0.33481180
SP-029,CREDIT-G078-360M,0.38656186
SP-029,CREDIT-G079-006M,0.00810597
SP-029,CREDIT-G079-012M,0.01614624
SP-029,CREDIT-G079-024M,0.03203179
SP-029,CREDIT-G079-036M,0.04766088
SP-029,CREDIT-G079-060M,0.07816611
SP-029,CREDIT-G079-084M,0.09987206
SP-029,CREDIT-G079-120M,0.15139602
SP-029,CREDIT-G079-144M,0.17939845
SP-029,CREDIT-G079-180M,0.21977612
SP-029,CREDIT-G079-240M,0.28100879
SP-029,CREDIT-G079-300M,0.33745539
SP-029,CREDIT-G079-360M,0.38948996
SP-029,CREDIT-G080-006M,0.00818532
SP-029,CREDIT-G080-012M,0.01630364
SP-029,CREDIT-G080-024M,0.03234150
SP-029,CREDIT-G080-036M,0.04811789
SP-029,CREDIT-G080-060M,0.07890329
SP-029,CREDIT-G080-084M,0.10093199
SP-029,CREDIT-G080-120M,0.15274541
SP-029,CREDIT-G080-144M,0.18096097
SP-029,CREDIT-G080-180M,0.22162946
SP-029,CREDIT-G080-240M,0.28329144
SP-029,CREDIT-G080-300M,0.34008832
SP-029,CREDIT-G080-360M,0.39240393
SP-029,CREDIT-G081-006M,0.00826466
SP-029,CREDIT-G081-012M,0.01646102
SP-029,CREDIT-G081-024M,0.03265110
SP-029,CREDIT-G081-036M,0.04857468
SP-029,CREDIT-G081-060M,0.07963987
SP-029,CREDIT-G081-084M,0.10199081
SP-029,CREDIT-G081-120M,0.15409263
SP-029,CREDIT-G081-144M,0.18252046
SP-029,CREDIT-G081-180M,0.22347831
SP-029,CREDIT-G081-240M,0.28556672
SP-029,CREDIT-G081-300M,0.34271064
SP-029,CREDIT-G081-360M,0.39530382
SP-029,CREDIT-G082-006M,0.00834400
SP-029,CREDIT-G082-012M,0.01661838
SP-029,CREDIT-G082-024M,0.03296060
SP-029,CREDIT-G082-036M,0.04903126
SP-029,CREDIT-G082-060M,0.08037586
SP-029,CREDIT-G082-084M,0.10304850
SP-029,CREDIT-G082-120M,0.15543768
SP-029,CREDIT-G082-144M,0.18407693
SP-029,CREDIT-G082-180M,0.22532267
SP-029,CREDIT-G082-240M,0.28783464
SP-029,CREDIT-G082-300M,0.34532240
SP-029,CREDIT-G082-360M,0.39818971
SP-029,CREDIT-G083-006M,0.00842333
SP-029,CREDIT-G083-012M,0.01677570
SP-029,CREDIT-G083-024M,0.03327000
SP-029,CREDIT-G083-036M,0.04948761
SP-029,CREDIT-G083-060M,0.08111127
SP-029,CREDIT-G083-084M,0.10410509
SP-029,CREDIT-G083-120M,0.15678057
SP-029,CREDIT-G083-144M,0.18563038
SP-029,CREDIT-G083-180M,0.22716254
SP-029,CREDIT-G083-240M,0.29009525
SP-029,CREDIT-G083-300M,0.34792363
SP-029,CREDIT-G083-360M,0.40106167
SP-029,CREDIT-G084-006M,0.00850265
SP-029,CREDIT-G084-012M,0.01693301
SP-029,CREDIT-G084-024M,0.03357931
SP-029,CREDIT-G084-036M,0.04994375
SP-029,CREDIT-G084-060M,0.08184608
SP-029,CREDIT-G084-084M,0.10516056
SP-029,CREDIT-G084-120M,0.15812129
SP-029,CREDIT-G084-144M,0.18718083
SP-029,CREDIT-G084-180M,0.22899795
SP-029,CREDIT-G084-240M,0.29234855
SP-029,CREDIT-G084-300M,0.35051438
SP-029,CREDIT-G084-360M,0.40391975
SP-029,CREDIT-G085-006M,0.00858197
SP-029,CREDIT-G085-012M,0.01709029
SP-029,CREDIT-G085-024M,0.03388851
SP-029,CREDIT-G085-036M,0.05039967
SP-029,CREDIT-G085-060M,0.08258031
SP-029,CREDIT-G085-084M,0.10621491
SP-029,CREDIT-G085-120M,0.15945985
SP-029,CREDIT-G085-144M,0.18872827
SP-029,CREDIT-G085-180M,0.23082890
SP-029,CREDIT-G085-240M,0.29459458
SP-029,CREDIT-G085-300M,0.35309469
SP-029,CREDIT-G085-360M,0.40676404
SP-029,CREDIT-G086-006M,0.00866128
SP-029,CREDIT-G086-012M,0.01724754
SP-029,CREDIT-G086-024M,0.03419762
SP-029,CREDIT-G086-036M,0.05085537
SP-029,CREDIT-G086-060M,0.08331396
SP-029,CREDIT-G086-084M,0.10726816
SP-029,CREDIT-G086-120M,0.16079626
SP-029,CREDIT-G086-144M,0.19027272
SP-029,CREDIT-G086-180M,0.23265540
SP-029,CREDIT-G086-240M,0.29683335
SP-029,CREDIT-G086-300M,0.35566461
SP-029,CREDIT-G086-360M,0.40959458
SP-029,CREDIT-G087-006M,0.00874058
SP-029,CREDIT-G087-012M,0.01740477
SP-029,CREDIT-G087-024M,0.03450662
SP-029,CREDIT-G087-036M,0.05131085
SP-029,CREDIT-G087-060M,0.08404701
SP-029,CREDIT-G087-084M,0.10832029
SP-029,CREDIT-G087-120M,0.16213052
SP-029,CREDIT-G087-144M,0.19181417
SP-029,CREDIT-G087-180M,0.23447747
SP-029,CREDIT-G087-240M,0.29906489
SP-029,CREDIT-G087-300M,0.35822416
SP-029,CREDIT-G087-360M,0.41241146
SP-029,CREDIT-G088-006M,0.00881988
SP-029,CREDIT-G088-012M,0.01756197
SP-029,CREDIT-G088-024M,0.03481553
SP-029,CREDIT-G088-036M,0.05176611
SP-029,CREDIT-G088-060M,0.08477948
SP-029,CREDIT-G088-084M,0.10937132
SP-029,CREDIT-G088-120M,0.16346263
SP-029,CREDIT-G088-144M,0.19335264
SP-029,CREDIT-G088-180M,0.23629510
SP-029,CREDIT-G088-240M,0.30128923
SP-029,CREDIT-G088-300M,0.36077341
SP-029,CREDIT-G088-360M,0.41521472
SP-029,CREDIT-G089-006M,0.00889917
SP-029,CREDIT-G089-012M,0.01771915
SP-029,CREDIT-G089-024M,0.03512434
SP-029,CREDIT-G089-036M,0.05222115
SP-029,CREDIT-G089-060M,0.08551136
SP-029,CREDIT-G089-084M,0.11042123
SP-029,CREDIT-G089-120M,0.16479260
SP-029,CREDIT-G089-144M,0.19488812
SP-029,CREDIT-G089-180M,0.23810833
SP-029,CREDIT-G089-240M,0.30350638
SP-029,CREDIT-G089-300M,0.36331237
SP-029,CREDIT-G089-360M,0.41800445
SP-029,CREDIT-G090-006M,0.00897845
SP-029,CREDIT-G090-012M,0.01787630
SP-029,CREDIT-G090-024M,0.03543305
SP-029,CREDIT-G090-036M,0.05267598
SP-029,CREDIT-G090-060M,0.08624266
SP-029,CREDIT-G090-084M,0.11147004
SP-029,CREDIT-G090-120M,0.16612043
SP-029,CREDIT-G090-144M,0.19642064
SP-029,CREDIT-G090-180M,0.23991714
SP-029,CREDIT-G090-240M,0.30571637
SP-029,CREDIT-G090-300M,0.36584111
SP-029,CREDIT-G090-360M,0.42078070
SP-029,CREDIT-G091-006M,0.00905773
SP-029,CREDIT-G091-012M,0.01803343
SP-029,CREDIT-G091-024M,0.03574167
SP-029,CREDIT-G091-036M,0.05313058
SP-029,CREDIT-G091-060M,0.08697338
SP-029,CREDIT-G091-084M,0.11251775
SP-029,CREDIT-G091-120M,0.16744612
SP-029,CREDIT-G091-144M,0.19795018
SP-029,CREDIT-G091-180M,0.24172157
SP-029,CREDIT-G091-240M,0.30791922
SP-029,CREDIT-G091-300M,0.36835965
SP-029,CREDIT-G091-360M,0.42354355
SP-029,CREDIT-G092-006M,0.00913700
SP-029,CREDIT-G092-012M,0.01819053
SP-029,CREDIT-G092-024M,0.03605018
SP-029,CREDIT-G092-036M,0.05358497
SP-029,CREDIT-G092-060M,0.08770351
SP-029,CREDIT-G092-084M,0.11356435
SP-029,CREDIT-G092-120M,0.16876967
SP-029,CREDIT-G092-144M,0.19947676
SP-029,CREDIT-G092-180M,0.24352161
SP-029,CREDIT-G092-240M,0.31011495
SP-029,CREDIT-G092-300M,0.37086804
SP-029,CREDIT-G092-360M,0.42629304
SP-029,CREDIT-G093-006M,0.00921627
SP-029,CREDIT-G093-012M,0.01834760
SP-029,CREDIT-G093-024M,0.03635859
SP-029,CREDIT-G093-036M,0.05403914
SP-029,CREDIT-G093-060M,0.08843305
SP-029,CREDIT-G093-084M,0.11460984
SP-029,CREDIT-G093-120M,0.17009109
SP-029,CREDIT-G093-144M,0.20100038
SP-029,CREDIT-G093-180M,0.24531727
SP-029,CREDIT-G093-240M,0.31230359
SP-029,CREDIT-G093-300M,0.37336632
SP-029,CREDIT-G093-360M,0.42902925
SP-029,CREDIT-G094-006M,0.00929553
SP-029,CREDIT-G094-012M,0.01850466
SP-029,CREDIT-G094-024M,0.03666691
SP-029,CREDIT-G094-036M,0.05449309
SP-029,CREDIT-G094-060M,0.08916201
SP-029,CREDIT-G094-084M,0.11565424
SP-029,CREDIT-G094-120M,0.17141039
SP-029,CREDIT-G094-144M,0.20252105
SP-029,CREDIT-G094-180M,0.24710857
SP-029,CREDIT-G094-240M,0.31448516
SP-029,CREDIT-G094-300M,0.37585453
SP-029,CREDIT-G094-360M,0.43175224
SP-029,CREDIT-G095-006M,0.00937478
SP-029,CREDIT-G095-012M,0.01866168
SP-029,CREDIT-G095-024M,0.03697513
SP-029,CREDIT-G095-036M,0.05494683
SP-029,CREDIT-G095-060M,0.08989039
SP-029,CREDIT-G095-084M,0.11669753
SP-029,CREDIT-G095-120M,0.17272756
SP-029,CREDIT-G095-144M,0.20403878
SP-029,CREDIT-G095-180M,0.24889552
SP-029,CREDIT-G095-240M,0.31665968
SP-029,CREDIT-G095-300M,0.37833270
SP-029,CREDIT-G095-360M,0.43446208
SP-029,CREDIT-G096-006M,0.00945403
SP-029,CREDIT-G096-012M,0.01881868
SP-029,CREDIT-G096-024M,0.03728324
SP-029,CREDIT-G096-036M,0.05540034
SP-029,CREDIT-G096-060M,0.09061819
SP-029,CREDIT-G096-084M,0.11773973
SP-029,CREDIT-G096-120M,0.17404261
SP-029,CREDIT-G096-144M,0.20555356
SP-029,CREDIT-G096-180M,0.25067813
SP-029,CREDIT-G096-240M,0.31882718
SP-029,CREDIT-G096-300M,0.38080089
SP-029,CREDIT-G096-360M,0.43715882
SP-029,CREDIT-G097-006M,0.00953327
SP-029,CREDIT-G097-012M,0.01897566
SP-029,CREDIT-G097-024M,0.03759127
SP-029,CREDIT-G097-036M,0.05585364
SP-029,CREDIT-G097-060M,0.09134540
SP-029,CREDIT-G097-084M,0.11878082
SP-029,CREDIT-G097-120M,0.17535555
SP-029,CREDIT-G097-144M,0.20706541
SP-029,CREDIT-G097-180M,0.25245641
SP-029,CREDIT-G097-240M,0.32098767
SP-029,CREDIT-G097-300M,0.38325913
SP-029,CREDIT-G097-360M,0.43984253
SP-029,CREDIT-G098-006M,0.00961250
SP-029,CREDIT-G098-012M,0.01913261
SP-029,CREDIT-G098-024M,0.03789919
SP-029,CREDIT-G098-036M,0.05630672
SP-029,CREDIT-G098-060M,0.09207204
SP-029,CREDIT-G098-084M,0.11982082
SP-029,CREDIT-G098-120M,0.17666637
SP-029,CREDIT-G098-144M,0.20857433
SP-029,CREDIT-G098-180M,0.25423036
SP-029,CREDIT-G098-240M,0.32314119
SP-029,CREDIT-G098-300M,0.38570745
SP-029,CREDIT-G098-360M,0.44251328
SP-029,CREDIT-G099-006M,0.00969173
SP-029,CREDIT-G099-012M,0.01928954
SP-029,CREDIT-G099-024M,0.03820701
SP-029,CREDIT-G099-036M,0.05675959
SP-029,CREDIT-G099-060M,0.09279809
SP-029,CREDIT-G099-084M,0.12085973
SP-029,CREDIT-G099-120M,0.17797508
SP-029,CREDIT-G099-144M,0.21008032
SP-029,CREDIT-G099-180M,0.25600001
SP-029,CREDIT-G099-240M,0.32528774
SP-029,CREDIT-G099-300M,0.38814591
SP-029,CREDIT-G099-360M,0.44517112
SP-029,CREDIT-G100-006M,0.00977095
SP-029,CREDIT-G100-012M,0.01944644
SP-029,CREDIT-G100-024M,0.03851473
SP-029,CREDIT-G100-036M,0.05721224
SP-029,CREDIT-G100-060M,0.09352356
SP-029,CREDIT-G100-084M,0.12189754
SP-029,CREDIT-G100-120M,0.17928169
SP-029,CREDIT-G100-144M,0.21158340
SP-029,CREDIT-G100-180M,0.25776535
SP-029,CREDIT-G100-240M,0.32742736
SP-029,CREDIT-G100-300M,0.39057453
SP-029,CREDIT-G100-360M,0.44781611
SP-029,FX-USDEUR-1D,0.92679787
SP-029,FX-USDEUR-1M,0.92765178
SP-029,FX-USDEUR-3M,0.92938601
SP-029,FX-USDGBP-1D,0.78794186
SP-029,FX-USDGBP-1M,0.78779318
SP-029,FX-USDGBP-3M,0.78750895
SP-029,FX-USDJPY-1D,149.44920467
SP-029,FX-USDJPY-1M,149.88786287
SP-029,FX-USDJPY-3M,150.78136254
SP-029,FX-USDCHF-1D,0.89400376
SP-029,FX-USDCHF-1M,0.89631414
SP-029,FX-USDCHF-3M,0.90103147
SP-029,FX-USDCAD-1D,1.35229985
SP-029,FX-USDCAD-1M,1.35282627
SP-029,FX-USDCAD-3M,1.35393547
SP-029,FX-USDAUD-1D,1.51627580
SP-029,FX-USDAUD-1M,1.51639651
SP-029,FX-USDAUD-3M,1.51671304
SP-029,FX-USDNZD-1D,1.64042859
SP-029,FX-USDNZD-1M,1.63939059
SP-029,FX-USDNZD-3M,1.63736642
SP-029,FX-USDSEK-1D,10.53633321
SP-029,FX-USDSEK-1M,10.54851849
SP-029,FX-USDSEK-3M,10.57345144
SP-029,FX-USDNOK-1D,10.64643717
SP-029,FX-USDNOK-1M,10.64965004
SP-029,FX-USDNOK-3M,10.65653220
SP-029,FX-USDDKK-1D,6.90292938
SP-029,FX-USDDKK-1M,6.90979877
SP-029,FX-USDDKK-3M,6.92382275
SP-029,FX-USDPLN-1D,4.00295938
SP-029,FX-USDPLN-1M,3.99980922
SP-029,FX-USDPLN-3M,3.99356669
SP-029,FX-USDCZK-1D,23.27421325
SP-029,FX-USDCZK-1M,23.26575093
SP-029,FX-USDCZK-3M,23.24928576
SP-029,FX-USDHUF-1D,357.38278092
SP-029,FX-USDHUF-1M,356.71286332
SP-029,FX-USDHUF-3M,355.37063152
SP-029,FX-USDSGD-1D,1.35248257
SP-029,FX-USDSGD-1M,1.35359166
SP-029,FX-USDSGD-3M,1.35586818
SP-029,FX-USDHKD-1D,7.81440547
SP-029,FX-USDHKD-1M,7.81592633
SP-029,FX-USDHKD-3M,7.81912984
SP-029,FX-USDKRW-1D,1352.90351442
SP-029,FX-USDKRW-1M,1353.94108359
SP-029,FX-USDKRW-3M,1356.02950019
SP-029,FX-USDCNY-1D,7.19959967
SP-029,FX-USDCNY-1M,7.21102963
SP-029,FX-USDCNY-3M,7.23429895
SP-029,FX-USDINR-1D,83.38925532
SP-029,FX-USDINR-1M,83.24079513
SP-029,FX-USDINR-3M,82.94254219
SP-029,FX-USDBRL-1D,5.00274694
SP-029,FX-USDBRL-1M,4.97712658
SP-029,FX-USDBRL-3M,4.92528325
SP-029,FX-EURGBP-1D,0.85017660
SP-029,FX-EURGBP-1M,0.84923373
SP-029,FX-EURGBP-3M,0.84734324
SP-029,FX-EURJPY-1D,161.25328961
SP-029,FX-EURJPY-1M,161.57772397
SP-029,FX-EURJPY-3M,162.23760805
SP-029,FX-EURCHF-1D,0.96461569
SP-029,FX-EURCHF-1M,0.96621832
SP-029,FX-EURCHF-3M,0.96949111
SP-029,FX-EURCAD-1D,1.45910980
SP-029,FX-EURCAD-1M,1.45833416
SP-029,FX-EURCAD-3M,1.45680638
SP-029,FX-EURAUD-1D,1.63603722
SP-029,FX-EURAUD-1M,1.63466136
SP-029,FX-EURAUD-3M,1.63195167
SP-029,FX-EURNZD-1D,1.76999608
SP-029,FX-EURNZD-1M,1.76724783
SP-029,FX-EURNZD-3M,1.76177219
SP-029,FX-EURSEK-1D,11.36853417
SP-029,FX-EURSEK-1M,11.37120496
SP-029,FX-EURSEK-3M,11.37681370
SP-029,FX-EURNOK-1D,11.48733458
SP-029,FX-EURNOK-1M,11.48022382
SP-029,FX-EURNOK-3M,11.46620686
SP-029,FX-EURDKK-1D,7.44814984
SP-029,FX-EURDKK-1M,7.44869889
SP-029,FX-EURDKK-3M,7.44988918
SP-029,FX-EURPLN-1D,4.31912883
SP-029,FX-EURPLN-1M,4.31175718
SP-029,FX-EURPLN-3M,4.29699464
SP-029,FX-EURCZK-1D,25.11250199
SP-029,FX-EURCZK-1M,25.08026340
SP-029,FX-EURCZK-3M,25.01574761
SP-029,FX-EURHUF-1D,385.61027608
SP-029,FX-EURHUF-1M,384.53315340
SP-029,FX-EURHUF-3M,382.37140358
SP-029,FX-EURSGD-1D,1.45930696
SP-029,FX-EURSGD-1M,1.45915923
SP-029,FX-EURSGD-3M,1.45888594
SP-029,FX-EURHKD-1D,8.43161789
SP-029,FX-EURHKD-1M,8.42549598
SP-029,FX-EURHKD-3M,8.41322098
SP-029,FX-EURKRW-1D,1459.76114565
SP-029,FX-EURKRW-1M,1459.53591230
SP-029,FX-EURKRW-3M,1459.05952065
SP-029,FX-EURCNY-1D,7.76825232
SP-029,FX-EURCNY-1M,7.77342296
SP-029,FX-EURCNY-3M,7.78395511
SP-029,FX-EURINR-1D,89.97566610
SP-029,FX-EURINR-1M,89.73280399
SP-029,FX-EURINR-3M,89.24444920
SP-029,FX-EURBRL-1D,5.39788353
SP-029,FX-EURBRL-1M,5.36529623
SP-029,FX-EURBRL-3M,5.29950228
SP-029,FX-GBPJPY-1D,189.67034575
SP-029,FX-GBPJPY-1M,190.26296078
SP-029,FX-GBPJPY-3M,191.46622055
SP-029,FX-GBPCHF-1D,1.13460626
SP-029,FX-GBPCHF-1M,1.13775311
SP-029,FX-GBPCHF-3M,1.14415394
SP-029,FX-GBPCAD-1D,1.71624319
SP-029,FX-GBPCAD-1M,1.71723532
SP-029,FX-GBPCAD-3M,1.71926359
SP-029,FX-GBPAUD-1D,1.92434986
SP-029,FX-GBPAUD-1M,1.92486626
SP-029,FX-GBPAUD-3M,1.92596293
SP-029,FX-GBPNZD-1D,2.08191578
SP-029,FX-GBPNZD-1M,2.08099109
SP-029,FX-GBPNZD-3M,2.07917182
SP-029,FX-GBPSEK-1D,13.37196787
SP-029,FX-GBPSEK-1M,13.38995914
SP-029,FX-GBPSEK-3M,13.42645239
SP-029,FX-GBPNOK-1D,13.51170402
SP-029,FX-GBPNOK-1M,13.51833236
SP-029,FX-GBPNOK-3M,13.53195056
SP-029,FX-GBPDKK-1D,8.76070907
SP-029,FX-GBPDKK-1M,8.77108224
SP-029,FX-GBPDKK-3M,8.79205594
SP-029,FX-GBPPLN-1D,5.08027253
SP-029,FX-GBPPLN-1M,5.07723260
SP-029,FX-GBPPLN-3M,5.07113815
SP-029,FX-GBPCZK-1D,29.53798305
SP-029,FX-GBPCZK-1M,29.53281588
SP-029,FX-GBPCZK-3M,29.52256698
SP-029,FX-GBPHUF-1D,453.56491374
SP-029,FX-GBPHUF-1M,452.80014153
SP-029,FX-GBPHUF-3M,451.25916468
SP-029,FX-GBPSGD-1D,1.71647509
SP-029,FX-GBPSGD-1M,1.71820687
SP-029,FX-GBPSGD-3M,1.72171780
SP-029,FX-GBPHKD-1D,9.91748996
SP-029,FX-GBPHKD-1M,9.92129220
SP-029,FX-GBPHKD-3M,9.92894091
SP-029,FX-GBPKRW-1D,1717.00932046
SP-029,FX-GBPKRW-1M,1718.65042536
SP-029,FX-GBPKRW-3M,1721.92264993
